глупостях;глу́постях;form;глупость;глу́пость;2117
налили;нали́ли;form;налить;нали́ть;2205
нальёмте;нальёмте;form;налить;нали́ть;2205
нальемте;нальёмте;normal;налить;нали́ть;2205
нальёте;нальёте;form;налить;нали́ть;2205
нальете;нальёте;normal;налить;нали́ть;2205
налили;нали́ли;form;налить;нали́ть;2205
налейте;нале́йте;form;налить;нали́ть;2205
нальют;налью́т;form;налить;нали́ть;2205
налили;нали́ли;form;налить;нали́ть;2205
наливший;нали́вший;form;налить;нали́ть;2205
налив;нали́в;form;налить;нали́ть;2205
наливши;нали́вши;form;налить;нали́ть;2205
налитый;нали́тый;form;налить;нали́ть;2205
налитый;на́литый;form;налить;нали́ть;2205
налил;на́лил;form;налить;нали́ть;2205
налили;на́лили;form;налить;нали́ть;2205
налило;на́лило;form;налить;нали́ть;2205
наливший;нали́вший;normal;наливший;нали́вший;2205
наливший;нали́вший;form;наливший;нали́вший;2205
налившее;нали́вшее;form;наливший;нали́вший;2205
налившая;нали́вшая;form;наливший;нали́вший;2205
налившие;нали́вшие;form;наливший;нали́вший;2205
