приколотый;прико́лотый;form;приколоть;приколо́ть;16007
арийской;ари́йской;form;арийский;ари́йский;16224
арийских;ари́йских;form;арийский;ари́йский;16224
left-hand;left-hand;normal;left-hand;left-hand;16224
воззриться;воззри́ться;normal;воззриться;воззри́ться;16225
воззрившийся;воззри́вшийся;form;воззриться;воззри́ться;16225
воззрившись;воззри́вшись;form;воззриться;воззри́ться;16225
воззрюсь;воззрю́сь;form;воззриться;воззри́ться;16225
воззришься;воззри́шься;form;воззриться;воззри́ться;16225
воззрится;воззри́тся;form;воззриться;воззри́ться;16225
воззримся;воззри́мся;form;воззриться;воззри́ться;16225
воззритесь;воззри́тесь;form;воззриться;воззри́ться;16225
воззрятся;воззря́тся;form;воззриться;воззри́ться;16225
воззрись;воззри́сь;form;воззриться;воззри́ться;16225
воззрился;воззри́лся;form;воззриться;воззри́ться;16225
воззрились;воззри́лись;form;воззриться;воззри́ться;16225
воззрилась;воззри́лась;form;воззриться;воззри́ться;16225
воззрилось;воззри́лось;form;воззриться;воззри́ться;16225
headroom;headroom;normal;headroom;headroom;16226
разрушающийся;разрушающийся;normal;разрушающийся;разрушающийся;16226
разрушающееся;разруша́ющееся;form;разрушающийся;разрушающийся;16226
разрушающаяся;разруша́ющаяся;form;разрушающийся;разрушающийся;16226
разрушающиеся;разруша́ющиеся;form;разрушающийся;разрушающийся;16226
разрушающегося;разруша́ющегося;form;разрушающийся;разрушающийся;16226
разрушающейся;разруша́ющейся;form;разрушающийся;разрушающийся;16226
разрушающихся;разруша́ющихся;form;разрушающийся;разрушающийся;16226
разрушающемуся;разруша́ющемуся;form;разрушающийся;разрушающийся;16226
разрушающимся;разруша́ющимся;form;разрушающийся;разрушающийся;16226
разрушающуюся;разруша́ющуюся;form;разрушающийся;разрушающийся;16226
